Titulo,Ano_lancamento,Genero,Vendas_Totais,Vendas_JP,Vendas_EUA,Vendas_Europa,Outras_Vendas
Mathews Bowhunting,2010.0,Sports,0.19,0.0,0.18,0.0,0.01
Mawashite Tsunageru Touch Panic,2006.0,Puzzle,0.05,0.05,0.0,0.0,0.0
Max & the Magic Marker,2011.0,Platform,0.1,0.0,0.0,0.1,0.0
Max Payne,2001.0,Shooter,4.58,0.05,2.99,1.27,0.27
Max Payne 2: The Fall of Max Payne,2003.0,Shooter,2.01,0.0,1.12,0.68,0.19
Max Payne 3,2012.0,Shooter,3.99,0.07,1.6,1.78,0.52
Maximo vs Army of Zin,2003.0,Platform,0.21,0.0,0.1,0.08,0.03
Maximo: Ghosts to Glory,2001.0,Platform,0.77,0.0,0.38,0.29,0.1
Maximum Capacity: Hotel Giant,2002.0,Strategy,0.02,0.0,0.0,0.02,0.0
Maximum Chase,2002.0,Racing,0.07,0.0,0.05,0.02,0.0
Maximum Force,1997.0,Shooter,0.11,0.0,0.06,0.04,0.01
Maximum Racing: Crash Car Racer,2010.0,Racing,0.02,0.0,0.01,0.01,0.0
Maximum Racing: Drag & Stock Racer,2010.0,Racing,0.03,0.0,0.03,0.0,0.0
Maximum Racing: GP Classic Racing,2010.0,Racing,0.03,0.0,0.03,0.0,0.0
May's Mystery: Forbidden Memories,2011.0,Puzzle,0.1,0.0,0.05,0.04,0.01
Mayhem 3D,2011.0,Racing,0.13,0.0,0.11,0.0,0.01
Maze Craze: A Game of Cops 'n Robbers,2006.0,Action,0.45,0.0,0.42,0.02,0.0
Mazes of Fate DS,2008.0,Role-Playing,0.04,0.0,0.04,0.0,0.0
McDROID,2011.0,Strategy,0.17,0.17,0.0,0.0,0.0
McFarlane's Evil Prophecy,2006.0,Action,0.07,0.0,0.03,0.03,0.01
McGrath Vs. Pastrana Freestyle Motocross,2000.0,Racing,0.26,0.0,0.14,0.1,0.02
Me & My Katamari,2005.0,Puzzle,0.23,0.08,0.13,0.02,0.0
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,2008.0,Misc,0.65,0.65,0.0,0.0,0.0
MechAssault,2002.0,Simulation,1.13,0.0,1.01,0.1,0.03
MechAssault 2: Lone Wolf,2004.0,Simulation,0.36,0.0,0.27,0.08,0.01
MechAssault: Phantom War,2006.0,Simulation,0.03,0.0,0.03,0.0,0.0
MechWarrior 2: 31st Century Combat,1997.0,Simulation,0.36,0.0,0.2,0.14,0.02
Mechanic Escape,2012.0,Platform,0.04,0.04,0.0,0.0,0.0
Mechanic Master,2008.0,Puzzle,0.11,0.0,0.1,0.0,0.01
Mechanic Master 2,2010.0,Puzzle,0.02,0.0,0.02,0.0,0.0
Medabots 8,2014.0,Role-Playing,0.07,0.07,0.0,0.0,0.0
Medabots 9: Metabee / Rokusho,2015.0,Role-Playing,0.03,0.03,0.0,0.0,0.0
Medabots AX: Metabee,2002.0,Role-Playing,0.25,0.0,0.18,0.07,0.0
Medabots Dual: Kabuto / Kuwagata,2013.0,Role-Playing,0.08,0.08,0.0,0.0,0.0
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016.0,Role-Playing,0.03,0.03,0.0,0.0,0.0
Medabots: Infinity,2003.0,Role-Playing,0.05,0.0,0.04,0.01,0.0
Medabots: Metabee,2002.0,Role-Playing,0.05,0.0,0.04,0.01,0.0
Medal of Honor,2010.0,Shooter,8.61,0.11,4.47,3.18,0.85
Medal of Honor European Assault,2005.0,Shooter,0.25,0.0,0.19,0.05,0.01
Medal of Honor Heroes,2006.0,Shooter,2.65,0.01,0.86,1.11,0.66
Medal of Honor Heroes 2,2007.0,Shooter,1.58,0.03,0.84,0.43,0.29
Medal of Honor: Airborne,2007.0,Shooter,2.38,0.04,0.7,1.27,0.38
Medal of Honor: European Assault,2005.0,Shooter,0.53,0.0,0.32,0.19,0.02
Medal of Honor: European Assault (All Region sales),2005.0,Shooter,1.88,0.09,0.89,0.69,0.21
Medal of Honor: European Assault (weekly JP sales),2005.0,Shooter,0.05,0.05,0.0,0.0,0.0
Medal of Honor: Frontline,2002.0,Shooter,8.91,0.17,4.39,3.3,1.07
Medal of Honor: Infiltrator,2003.0,Shooter,0.15,0.0,0.11,0.04,0.0
Medal of Honor: Rising Sun,2003.0,Shooter,6.72,0.13,3.07,2.68,0.86
Medal of Honor: Underground,2000.0,Shooter,1.05,0.0,0.59,0.39,0.06
Medal of Honor: Vanguard,2007.0,Shooter,0.13,0.03,0.06,0.03,0.01
Medal of Honor: Warfighter,2012.0,Action,2.96,0.07,1.19,1.27,0.42
Medalot 7,2012.0,Action,0.13,0.13,0.0,0.0,0.0
Medarot 2: Kabuto / Kuwagata Version,1999.0,Role-Playing,0.54,0.54,0.0,0.0,0.0
Medarot 3: Kabuto / Kuwagata Version,2000.0,Role-Playing,0.27,0.27,0.0,0.0,0.0
Medarot 4: Kabuto / Kuwagata Version,2001.0,Role-Playing,0.12,0.12,0.0,0.0,0.0
Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015.0,Role-Playing,0.03,0.03,0.0,0.0,0.0
Medarot DS: Kabuto / Kuwagata Ver.,2010.0,Role-Playing,0.12,0.12,0.0,0.0,0.0
Medarot: Kabuto / Kuwagata Version,1997.0,Role-Playing,0.4,0.4,0.0,0.0,0.0
MediEvil,1998.0,Platform,0.83,0.0,0.46,0.31,0.05
MediEvil II,1999.0,Action,0.38,0.0,0.21,0.14,0.02
MediEvil: Resurrection,2005.0,Adventure,0.82,0.0,0.19,0.41,0.22
Medieval Games,2009.0,Action,0.16,0.0,0.14,0.01,0.01
Medieval II: Total War,2006.0,Strategy,0.09,0.0,0.0,0.08,0.02
Medieval II: Total War Gold Edition,2008.0,Strategy,0.37,0.0,0.0,0.33,0.03
Medieval Moves: Deadmund's Quest,2011.0,Action,0.29,0.0,0.13,0.12,0.05
Mega Brain Boost,2008.0,Puzzle,0.01,0.0,0.01,0.0,0.0
Mega Man,1987.0,Platform,0.81,0.27,0.45,0.08,0.01
Mega Man & Bass,2002.0,Platform,0.23,0.0,0.16,0.06,0.0
Mega Man 2,1988.0,Action,1.51,0.42,0.93,0.15,0.01
Mega Man 3,1990.0,Platform,1.17,0.39,0.68,0.1,0.0
Mega Man 4,1991.0,Platform,0.93,0.32,0.51,0.09,0.01
Mega Man 5,1992.0,Platform,0.79,0.32,0.39,0.07,0.01
Mega Man 6,1993.0,Platform,0.52,0.16,0.28,0.07,0.01
Mega Man 64,2000.0,Action,0.22,0.05,0.14,0.03,0.0
Mega Man 7,1995.0,Platform,0.28,0.23,0.03,0.01,0.01
Mega Man 8 Anniversary Collector's Edition,1996.0,Platform,0.94,0.15,0.44,0.3,0.06
Mega Man Anniversary Collection,2004.0,Platform,1.14,0.0,0.71,0.33,0.09
Mega Man Battle Chip Challenge,2003.0,Misc,0.11,0.0,0.08,0.03,0.0
Mega Man Battle Network,2001.0,Role-Playing,0.42,0.22,0.14,0.05,0.01
Mega Man Battle Network 2,2002.0,Action,0.31,0.0,0.22,0.08,0.01
Mega Man Battle Network 3 Blue / White Version,2002.0,Role-Playing,1.29,0.85,0.39,0.02,0.03
Mega Man Battle Network 4: Red Sun / Blue Moon,2003.0,Role-Playing,1.32,0.96,0.31,0.04,0.01
Mega Man Battle Network 5: Double Team DS (JP sales),2005.0,Role-Playing,0.11,0.11,0.0,0.0,0.0
Mega Man Battle Network 5: Double Team DS (US sales),2005.0,Role-Playing,0.07,0.0,0.07,0.0,0.0
Mega Man Battle Network 5: Team Colonel / Protoman,2004.0,Role-Playing,0.23,0.0,0.16,0.06,0.0
Mega Man Battle Network 6: Cybeast Falzar / Gregar,2005.0,Role-Playing,0.76,0.62,0.09,0.03,0.02
Mega Man Battle Network: Operation Shooting Star,2006.0,Role-Playing,0.07,0.07,0.0,0.0,0.0
Mega Man II,1991.0,Platform,0.28,0.28,0.0,0.0,0.0
Mega Man Legacy Collection,2016.0,Platform,0.27,0.05,0.19,0.0,0.03
Mega Man Legends,1997.0,Adventure,0.83,0.12,0.39,0.26,0.05
Mega Man Legends 2,2000.0,Adventure,0.42,0.1,0.17,0.12,0.03
Mega Man Maverick Hunter X,2005.0,Platform,0.31,0.0,0.27,0.01,0.03
Mega Man Network Transmission,2003.0,Platform,0.17,0.0,0.13,0.03,0.0
Mega Man Powered Up,2006.0,Platform,0.14,0.0,0.12,0.01,0.02
Mega Man Soccer,1993.0,Sports,0.18,0.13,0.04,0.01,0.0
Mega Man Star Force 2: Zerker x Ninja / Saurian,2007.0,Action,0.58,0.31,0.25,0.0,0.02
Mega Man Star Force 3: Black Ace / Red Joker,2008.0,Action,0.47,0.22,0.22,0.0,0.02
Mega Man Star Force Dragon / Leo / Pegasus,2006.0,Action,0.96,0.53,0.39,0.0,0.03
Mega Man X,1993.0,Platform,1.16,0.5,0.57,0.08,0.01
Mega Man X Collection,2006.0,Misc,0.37,0.0,0.22,0.12,0.03
Mega Man X2,1993.0,Platform,0.56,0.45,0.09,0.02,0.0
Mega Man X3,1995.0,Action,0.35,0.3,0.04,0.01,0.0
Mega Man X4,1996.0,Action,1.11,0.29,0.45,0.3,0.07
Mega Man X5,2000.0,Platform,0.75,0.2,0.3,0.21,0.05
Mega Man X6,2001.0,Action,0.42,0.16,0.14,0.1,0.03
Mega Man X7,2003.0,Action,0.58,0.14,0.22,0.17,0.06
Mega Man X8,2004.0,Platform,0.29,0.0,0.14,0.11,0.04
Mega Man X: Command Mission,2004.0,Role-Playing,0.3,0.0,0.19,0.09,0.02
Mega Man Xtreme,2000.0,Platform,0.07,0.07,0.0,0.0,0.0
Mega Man Xtreme 2,2001.0,Platform,0.07,0.07,0.0,0.0,0.0
Mega Man ZX,2006.0,Platform,0.3,0.1,0.18,0.0,0.02
Mega Man ZX Advent,2007.0,Platform,0.35,0.09,0.23,0.0,0.02
Mega Man Zero,2002.0,Platform,0.55,0.24,0.22,0.08,0.01
Mega Man Zero 2,2003.0,Platform,0.43,0.17,0.18,0.07,0.01
Mega Man Zero 3,2004.0,Platform,0.22,0.0,0.16,0.06,0.0
Mega Man Zero 4,2005.0,Platform,0.11,0.0,0.08,0.03,0.0
Mega Man Zero Collection,2010.0,Platform,0.36,0.11,0.21,0.02,0.02
Mega Man: Battle & Chase,1997.0,Racing,0.07,0.06,0.0,0.0,0.0
Mega Man: Dr. Wily's Revenge,1991.0,Platform,0.28,0.28,0.0,0.0,0.0
Mega Minis Volume 2,2011.0,Misc,0.03,0.0,0.0,0.02,0.01
Mega Minis Volume 3,2011.0,Misc,0.06,0.0,0.0,0.05,0.02
MegaTagmension Blanc + Neptune VS Zombies,2015.0,Action,0.12,0.05,0.02,0.03,0.01
Megamania,1981.0,Shooter,1.1,0.0,1.03,0.06,0.01
Megamind: Mega Team Unite,2010.0,Adventure,0.24,0.0,0.16,0.06,0.02
Megamind: The Blue Defender,2010.0,Adventure,0.4,0.0,0.27,0.08,0.04
Megamind: Ultimate Showdown,2010.0,Action,0.28,0.0,0.14,0.1,0.03
Megpoid the Music#,2013.0,Misc,0.03,0.03,0.0,0.0,0.0
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,2015.0,Role-Playing,0.03,0.01,0.0,0.01,0.0
Meiji Toukyou Renka,2013.0,Adventure,0.02,0.02,0.0,0.0,0.0
Meiji Toukyou Renka: Twilight Kiss,2015.0,Action,0.02,0.02,0.0,0.0,0.0
Meikyuu Cross Blood: Reloaded,2011.0,Action,0.02,0.02,0.0,0.0,0.0
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,2009.0,Adventure,0.08,0.08,0.0,0.0,0.0
Meitantei Conan: Aoki Houseki no Rinbukyoku,2011.0,Adventure,0.06,0.06,0.0,0.0,0.0
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,2008.0,Adventure,0.02,0.02,0.0,0.0,0.0
Meitantei Conan: Tantei Ryoku Trainer,2007.0,Misc,0.06,0.06,0.0,0.0,0.0
Meitantei Evangelion,2007.0,Adventure,0.02,0.02,0.0,0.0,0.0
Melty Blood: Act Cadenza,2006.0,Fighting,0.11,0.11,0.0,0.0,0.0
Melty Blood: Actress Again,2009.0,Fighting,0.06,0.06,0.0,0.0,0.0
Memories Off,2008.0,Adventure,0.01,0.01,0.0,0.0,0.0
Memories Off #5: Encore,2007.0,Adventure,0.02,0.02,0.0,0.0,0.0
Memories Off #5: Togireta Film,2009.0,Adventure,0.01,0.01,0.0,0.0,0.0
Memories Off 6: Next Relation,2009.0,Adventure,0.02,0.02,0.0,0.0,0.0
Memories Off 6: T-Wave,2008.0,Adventure,0.04,0.04,0.0,0.0,0.0
Memories Off: Sorekara Again,2006.0,Adventure,0.02,0.02,0.0,0.0,0.0
Memories Off: Yubikiri no Kikou,2011.0,Adventure,0.02,0.02,0.0,0.0,0.0
Memories Off: Yubikiri no Kioku,2010.0,Adventure,0.02,0.02,0.0,0.0,0.0
Men in Black II: Alien Escape,2002.0,Shooter,0.51,0.0,0.25,0.19,0.06
Men in Black The Series: Crashdown,2001.0,Shooter,0.06,0.0,0.03,0.02,0.0
Men of Valor,2004.0,Shooter,0.25,0.0,0.19,0.05,0.01
Men of War,2009.0,Strategy,0.03,0.0,0.01,0.02,0.01
Men of War: Assault Squad,2011.0,Strategy,0.05,0.0,0.01,0.03,0.01
Men of War: Vietnam,2011.0,Strategy,0.04,0.0,0.0,0.03,0.01
Mercenaries 2: World in Flames,2008.0,Shooter,2.31,0.03,1.15,0.7,0.43
Mercenaries: Playground of Destruction,2005.0,Action,1.44,0.0,1.18,0.13,0.13
Mercury Meltdown,2006.0,Action,0.06,0.0,0.05,0.01,0.01
Mercury Meltdown Revolution,2007.0,Action,0.18,0.0,0.16,0.0,0.01
Meru Purana,1996.0,Strategy,0.01,0.01,0.0,0.0,0.0
Merv Griffin's Crosswords,2008.0,Puzzle,0.15,0.0,0.14,0.0,0.01
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,2008.0,Sports,0.02,0.02,0.0,0.0,0.0
Metal Arms: Glitch in the System,2003.0,Shooter,0.62,0.0,0.38,0.19,0.05
Metal Dungeon,2002.0,Role-Playing,0.03,0.0,0.02,0.01,0.0
Metal Fight Beyblade,2009.0,Action,0.09,0.09,0.0,0.0,0.0
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,2010.0,Action,0.02,0.02,0.0,0.0,0.0
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,2010.0,Action,0.05,0.05,0.0,0.0,0.0
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,2010.0,Action,0.02,0.02,0.0,0.0,0.0
Metal Gear Ac!d,2004.0,Strategy,0.88,0.12,0.32,0.26,0.17
Metal Gear Ac!d 2,2005.0,Strategy,0.18,0.05,0.11,0.01,0.01
Metal Gear Rising: Revengeance,2013.0,Action,1.97,0.44,0.74,0.56,0.22
Metal Gear Solid,1998.0,Action,6.1,0.85,3.18,1.83,0.24
Metal Gear Solid 2: Sons of Liberty,2001.0,Action,6.05,0.87,2.45,2.01,0.72
Metal Gear Solid 2: Substance,2002.0,Action,1.14,0.16,0.56,0.36,0.08
Metal Gear Solid 3: Snake Eater,2004.0,Action,4.23,0.83,1.46,0.0,1.93
Metal Gear Solid 3: Subsistence,2005.0,Action,0.55,0.15,0.34,0.01,0.06
Metal Gear Solid 4: Guns of the Patriots,2008.0,Action,6.03,0.83,2.63,1.74,0.83
Metal Gear Solid HD Edition,2011.0,Action,0.59,0.16,0.16,0.18,0.09
Metal Gear Solid Integral,1999.0,Adventure,0.11,0.1,0.0,0.0,0.01
Metal Gear Solid V: Ground Zeroes,2014.0,Action,2.33,0.45,0.81,0.77,0.29
Metal Gear Solid V: The Phantom Pain,2015.0,Action,5.08,0.71,1.78,1.94,0.63
Metal Gear Solid VR Missions,1999.0,Adventure,1.18,0.0,0.66,0.45,0.08
Metal Gear Solid: Digital Graphic Novel,2006.0,Misc,0.04,0.02,0.02,0.0,0.0
Metal Gear Solid: Peace Walker,2010.0,Action,2.09,0.96,0.46,0.42,0.25
Metal Gear Solid: Peace Walker HD Edition,2011.0,Action,0.15,0.15,0.0,0.0,0.0
Metal Gear Solid: Portable Ops,2006.0,Action,1.19,0.38,0.38,0.35,0.09
Metal Gear Solid: Portable Ops Plus,2007.0,Action,0.69,0.26,0.26,0.01,0.17
Metal Gear Solid: Snake Eater 3D,2012.0,Action,0.38,0.1,0.15,0.11,0.02
Metal Gear Solid: Social Ops,2002.0,Action,0.06,0.0,0.03,0.02,0.01
Metal Gear Solid: The Essential Collection,2007.0,Adventure,0.46,0.0,0.23,0.18,0.06
Metal Gear Solid: The Essential Collection (JP sales),2007.0,Adventure,0.03,0.03,0.0,0.0,0.0
Metal Gear Solid: The Legacy Collection,2013.0,Adventure,0.39,0.03,0.31,0.01,0.05
Metal Gear Solid: The Twin Snakes,2004.0,Action,0.47,0.07,0.3,0.08,0.01
Metal Max 2 Reloaded,2011.0,Role-Playing,0.05,0.05,0.0,0.0,0.0
Metal Max 3,2010.0,Role-Playing,0.13,0.13,0.0,0.0,0.0
Metal Max 4: Gekkou no Diva,2013.0,Role-Playing,0.06,0.06,0.0,0.0,0.0
Metal Max Returns,1995.0,Role-Playing,0.04,0.04,0.0,0.0,0.0
Metal Saga,2005.0,Role-Playing,0.03,0.0,0.01,0.01,0.0
Metal Saga: Hagane no Kisetsu,2006.0,Role-Playing,0.03,0.03,0.0,0.0,0.0
Metal Slug 3,2004.0,Shooter,0.1,0.0,0.08,0.02,0.0
Metal Slug 4 & 5,2005.0,Shooter,0.15,0.0,0.08,0.05,0.01
Metal Slug 7,2008.0,Shooter,0.15,0.01,0.13,0.0,0.01
Metal Slug Advance,2004.0,Shooter,0.08,0.0,0.06,0.02,0.0
Metal Slug Anthology,2007.0,Shooter,0.21,0.03,0.14,0.01,0.02
Metal Slug X,2001.0,Shooter,0.09,0.0,0.05,0.03,0.01
Metal Slug XX,2009.0,Shooter,0.04,0.0,0.03,0.0,0.0
Meteos,2005.0,Puzzle,0.23,0.06,0.15,0.01,0.01
Meteos: Disney Magic,2007.0,Puzzle,0.04,0.0,0.01,0.02,0.0
Metro 2033,2010.0,Shooter,0.79,0.03,0.22,0.43,0.1
Metro: Last Light,2013.0,Action,1.98,0.07,0.74,0.9,0.28
Metroid,1986.0,Action,2.73,1.04,1.33,0.31,0.05
Metroid Fusion,2002.0,Action,1.68,0.17,1.18,0.27,0.06
Metroid II: Return of Samus,1991.0,Adventure,1.76,0.56,0.85,0.31,0.04
Metroid Prime,2002.0,Shooter,2.82,0.1,1.96,0.67,0.09
Metroid Prime 2: Echoes,2004.0,Shooter,1.33,0.07,0.87,0.35,0.04
Metroid Prime 3: Corruption,2007.0,Shooter,1.82,0.07,0.91,0.74,0.09
Metroid Prime Hunters,2006.0,Shooter,0.78,0.11,0.58,0.04,0.06
Metroid Prime Pinball,2005.0,Misc,0.26,0.02,0.21,0.0,0.02
Metroid Prime: Federation Force,2016.0,Action,0.03,0.01,0.02,0.01,0.0
Metroid Prime: Trilogy,2009.0,Shooter,0.63,0.0,0.43,0.05,0.14
Metroid: Other M,2010.0,Action,1.41,0.13,0.87,0.31,0.1
Metroid: Zero Mission,2004.0,Adventure,0.84,0.0,0.6,0.22,0.01
MetropolisMania,2001.0,Strategy,0.09,0.0,0.04,0.03,0.01
Mezase!! Tsuri Master DS,2009.0,Sports,0.01,0.01,0.0,0.0,0.0
Mia Hamm Soccer 64,2000.0,Sports,0.07,0.0,0.06,0.01,0.0
Miami Law,2009.0,Adventure,0.1,0.0,0.1,0.0,0.01
Miami Nights: Singles in the City,2008.0,Simulation,0.08,0.0,0.08,0.0,0.01
Miami Vice: The Game,2006.0,Shooter,0.06,0.0,0.06,0.0,0.0
Michael Jackson: The Experience,2010.0,Misc,6.37,0.01,3.92,1.85,0.6
Michael Jackson: The Experience 3D,2011.0,Misc,0.17,0.0,0.13,0.03,0.01
Michael Phelps: Push the Limit,2011.0,Sports,0.11,0.0,0.09,0.01,0.01
Mickey's Speedway USA,2000.0,Racing,0.6,0.14,0.37,0.08,0.01
Mickey's Speedway USA (weekly JP sales),2000.0,Racing,0.1,0.1,0.0,0.0,0.0
Micro Machines,2002.0,Racing,0.14,0.0,0.07,0.05,0.02
Micro Machines 64 Turbo,1999.0,Racing,0.14,0.0,0.11,0.03,0.0
Micro Machines V3,1997.0,Racing,0.1,0.0,0.06,0.04,0.01
Micro Machines V4,2006.0,Racing,0.03,0.0,0.02,0.0,0.0
Microsoft Flight Simulator,1996.0,Simulation,5.12,0.0,3.22,1.69,0.2
Microsoft Flight Simulator 2004: A Century of Flight,2003.0,Simulation,0.07,0.0,0.0,0.06,0.01
Microsoft Flight Simulator X,2006.0,Simulation,0.43,0.0,0.02,0.34,0.07
Microsoft Flight Simulator X Acceleration Expansion Pack,2007.0,Simulation,0.05,0.0,0.0,0.04,0.01
Microsoft Train Simulator,2001.0,Simulation,0.05,0.0,0.0,0.04,0.01
Middle-Earth: Shadow of Mordor,2014.0,Action,5.85,0.07,2.33,2.65,0.82
Midnight Club 3: DUB Edition,2005.0,Racing,4.4,0.0,2.26,1.32,0.82
Midnight Club 3: DUB Edition (America weekly sales),2005.0,Racing,1.29,0.0,1.22,0.05,0.01
Midnight Club 3: DUB Edition Remix,2006.0,Racing,1.36,0.0,1.12,0.08,0.17
Midnight Club II,2003.0,Racing,2.28,0.0,1.67,0.35,0.26
Midnight Club: LA Remix,2008.0,Racing,0.99,0.0,0.52,0.28,0.19
Midnight Club: Los Angeles,2008.0,Racing,4.8,0.06,3.23,1.0,0.51
Midnight Club: Street Racing,2000.0,Racing,3.11,0.02,2.34,0.6,0.15
Midnight Magic,1983.0,Action,0.5,0.0,0.47,0.03,0.01
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009.0,Adventure,0.16,0.0,0.08,0.07,0.02
Midnight Play! Pack,2008.0,Misc,0.09,0.0,0.08,0.0,0.01
Midtown Madness 3,2003.0,Racing,0.3,0.0,0.23,0.07,0.01
Midway Arcade Treasures,2003.0,Misc,2.06,0.0,1.18,0.67,0.2
Midway Arcade Treasures 2,2004.0,Misc,1.15,0.0,0.7,0.34,0.1
Midway Arcade Treasures 3,2005.0,Misc,0.31,0.0,0.19,0.09,0.02
Midway Arcade Treasures: Extended Play,2005.0,Misc,0.24,0.0,0.21,0.01,0.02
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996.0,Misc,0.94,0.0,0.52,0.36,0.06
Midway's Greatest Arcade Hits,2001.0,Misc,0.25,0.0,0.18,0.07,0.0
Midway's Greatest Arcade Hits Volume 1,2000.0,Misc,0.24,0.0,0.19,0.05,0.0
Might & Magic Heroes VI,2011.0,Role-Playing,0.31,0.0,0.12,0.14,0.05
Might & Magic Heroes VII,2015.0,Strategy,0.09,0.0,0.0,0.08,0.0
Might & Magic X: Legacy,2014.0,Role-Playing,0.04,0.0,0.0,0.03,0.0
Might & Magic: Clash of Heroes,2009.0,Role-Playing,0.19,0.0,0.16,0.02,0.01
Mighty Beanz: Pocket Puzzles,2004.0,Puzzle,0.06,0.0,0.04,0.01,0.0
Mighty No. 9,2016.0,Platform,0.08,0.0,0.06,0.01,0.01
Mike Piazza's Strike Zone,1998.0,Sports,0.06,0.0,0.05,0.01,0.0
Mike Tyson Boxing,2002.0,Sports,0.04,0.0,0.03,0.01,0.0
Mike Tyson Heavyweight Boxing,2002.0,Sports,0.05,0.0,0.03,0.01,0.0
Mike Tyson's Punch-Out!!,1987.0,Fighting,3.02,0.45,2.03,0.47,0.07
Military History: Commander - Europe at War,2009.0,Strategy,0.03,0.0,0.0,0.02,0.01
Million God,2002.0,Misc,0.09,0.09,0.0,0.0,0.0
Millipede,1983.0,Shooter,0.48,0.0,0.45,0.03,0.01
Millipede / Super Breakout / Lunar Lander,2005.0,Misc,0.04,0.0,0.03,0.01,0.0
Milo's Astro Lanes,1998.0,Sports,0.1,0.0,0.08,0.02,0.0
Mimana Iyar Chronicle,2009.0,Role-Playing,0.09,0.01,0.07,0.0,0.01
Mind Quiz,2006.0,Action,0.1,0.0,0.08,0.01,0.01
Mind Quiz: Your Brain Coach,2006.0,Misc,0.08,0.08,0.0,0.0,0.0
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,2009.0,Misc,0.02,0.0,0.0,0.02,0.0
Mind Zero,2013.0,Role-Playing,0.15,0.04,0.08,0.0,0.02
Mind over Matter,2010.0,Puzzle,0.02,0.0,0.02,0.0,0.0
MindJack,2011.0,Shooter,0.28,0.0,0.14,0.1,0.04
Minecraft,2014.0,Misc,23.73,1.15,10.82,8.85,2.93
Minecraft: Story Mode,2015.0,Adventure,2.89,0.0,1.25,1.3,0.36
Mini Desktop Racing,2007.0,Racing,0.01,0.0,0.01,0.0,0.0
Mini Ninjas,2009.0,Action,1.38,0.0,0.6,0.64,0.17
Mini-Yonku GB: Let's & Go!!,1997.0,Strategy,0.37,0.37,0.0,0.0,0.0
Mini-Yonku Shining Scorpion: Let's & Go!!,1996.0,Racing,0.9,0.9,0.0,0.0,0.0
MiniCopter: Adventure Flight,2007.0,Simulation,0.05,0.0,0.04,0.0,0.0
Minna de Dokusho: Keatai Shousetsu Desu,2008.0,Misc,0.02,0.02,0.0,0.0,0.0
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008.0,Misc,0.04,0.04,0.0,0.0,0.0
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009.0,Misc,0.04,0.04,0.0,0.0,0.0
Minna no Chizu,2006.0,Misc,0.04,0.04,0.0,0.0,0.0
Minna no Chizu 2,2007.0,Misc,0.02,0.02,0.0,0.0,0.0
Minna no Conveni,2010.0,Simulation,0.01,0.01,0.0,0.0,0.0
Minna no DS Seminar: Kanpeki Eitango Ryoku,2006.0,Misc,0.06,0.06,0.0,0.0,0.0
Minna no DS Seminar: Kanpeki Kanji Ryoku,2006.0,Misc,0.16,0.16,0.0,0.0,0.0
Minna no Ennichi,2012.0,Action,0.05,0.05,0.0,0.0,0.0
Minna no Golf Jou Vol.1,2007.0,Sports,0.03,0.03,0.0,0.0,0.0
Minna no Joushiki Ryoku TV,2008.0,Misc,0.08,0.08,0.0,0.0,0.0
Minna no Sukkiri,2009.0,Sports,0.06,0.06,0.0,0.0,0.0
Minna to Issho,2011.0,Misc,0.02,0.02,0.0,0.0,0.0
Minna to Kimi no Piramekino!,2010.0,Misc,0.05,0.05,0.0,0.0,0.0
Minority Report: Everybody Runs,2002.0,Action,0.65,0.0,0.38,0.2,0.05
Minute to Win It,2010.0,Misc,0.7,0.0,0.66,0.0,0.05
Miracle Girls Festival,2015.0,Misc,0.05,0.05,0.0,0.0,0.0
Mirror's Edge,2008.0,Platform,2.37,0.03,0.82,1.15,0.36
Mirror's Edge Catalyst,2016.0,Platform,0.52,0.02,0.19,0.22,0.09
Mischief Makers,1997.0,Platform,0.43,0.07,0.25,0.06,0.06
Misshitsu no Sacrifice,2010.0,Adventure,0.02,0.02,0.0,0.0,0.0
Missile Command,1980.0,Shooter,3.21,0.0,2.81,0.34,0.06
Mission Runway,2008.0,Simulation,0.08,0.0,0.07,0.01,0.01
Mission: Impossible,1997.0,Action,1.69,0.02,1.03,0.58,0.06
Mission: Impossible - Operation Surma,2003.0,Platform,0.47,0.0,0.28,0.15,0.04
Mister Mosquito,2001.0,Shooter,0.28,0.17,0.05,0.04,0.01
Mister Slime,2008.0,Action,0.05,0.0,0.05,0.0,0.0
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007.0,Action,0.06,0.06,0.0,0.0,0.0
Miyako,2010.0,Adventure,0.02,0.02,0.0,0.0,0.0
