Titulo,Vendas_Totais
Cool Boarders 2,2.25
Petz Dogz 2,2.24
Sonic Advance,2.24
Dead to Rights,2.24
Hasbro Family Game Night,2.24
Skylanders: SuperChargers,2.23
Pro Yakyuu Family Stadium,2.23
Spyro: Season of Ice,2.23
Rock Band 3,2.23
Tom Clancy's Splinter Cell: Chaos Theory,2.23
The Amazing Spider-Man (Console Version),2.23
Dance Dance Revolution X2,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,2.23
Forza Horizon 2,2.22
Scribblenauts,2.22
The Legend of Zelda: Link's Awakening DX,2.22
The Legend of Spyro: Dawn of the Dragon,2.22
New Super Luigi U,2.22
Red Dead Redemption: Undead Nightmare,2.22
Devil May Cry 3: Dante's Awakening Special Edition,2.21
Madden NFL 17,2.21
Spy Hunter,2.21
High School Musical: Makin' the Cut!,2.2
Dante's Inferno,2.2
DJ Hero 2,2.2
Wario Land 3,2.2
Dead Space 3,2.19
Def Jam Vendetta,2.19
Mortal Kombat 4,2.19
Scooby-Doo! First Frights,2.19
Resident Evil: Revelations,2.19
MVP Baseball 2004,2.19
Saints Row,2.19
Kirby's Pinball Land,2.19
ATV Offroad Fury 2,2.18
Dragon Ball: XenoVerse,2.18
Madagascar: Escape 2 Africa,2.18
Pokemon Ranger,2.18
Yu-Gi-Oh: Duel Monsters 4,2.18
Forza Motorsport 5,2.18
Derby Stallion,2.18
NBA Ballers,2.17
Bayonetta,2.17
Tom Clancy's Splinter Cell: Conviction,2.17
NCAA Football 2003,2.17
Diablo,2.17
Mario & Luigi: Superstar Saga,2.17
Star Wars: Rogue Squadron,2.17
Your Shape featuring Jenny McCarthy,2.16
Tony Hawk: RIDE,2.16
LEGO Rock Band,2.16
Fight Night 2004,2.16
The Sims: House Party,2.16
Volleyball,2.15
Syphon Filter 2,2.15
Tony Hawk's Proving Ground,2.15
Harry Potter and the Prisoner of Azkaban,2.15
Super Street Fighter II,2.15
Gun,2.14
NCAA Football 11,2.14
R.C. Pro-Am,2.14
Mahjong,2.14
Call of Duty: Roads to Victory,2.14
Super Mario RPG: Legend of the Seven Stars,2.14
Prince of Persia: The Forgotten Sands,2.13
Demon Attack,2.13
Tetris DS,2.13
South Park: The Stick of Truth,2.13
MySims Agents,2.13
Dance Dance Revolution Extreme,2.13
Final Fantasy Tactics Advance,2.13
Project Gotham Racing,2.12
Army of Two: The 40th Day,2.12
Kirby's Epic Yarn,2.12
NASCAR 2000,2.12
Sniper: Ghost Warrior,2.12
Mario Sports Mix,2.11
Dead Rising,2.11
Parasite Eve,2.1
Thief (2014),2.1
Tak and the Power of Juju,2.1
Need for Speed: Most Wanted 5-1-0,2.1
Project Gotham Racing (JP weekly sales),2.1
GRID,2.09
Disney Sing It: Pop Hits,2.09
Metal Gear Solid: Peace Walker,2.09
WCW Nitro,2.09
Devil May Cry 3: Dante's Awakening,2.09
Prince of Persia,2.09
Call of Duty 2,2.08
Warcraft: Orcs & Humans,2.08
Shrek the Third,2.08
World of Warcraft: Cataclysm,2.08
Dance Dance Revolution: Hottest Party,2.08
Mario Party 5,2.08
Sid Meier's Civilization Revolution,2.08
Sled Storm,2.07
Spec Ops: Airborne Commando,2.07
Kingdoms of Amalur: Reckoning,2.07
Yu-Gi-Oh! The Eternal Duelist Soul,2.07
Jeopardy!,2.07
Kingdom Hearts: Birth by Sleep,2.07
PaRappa The Rapper,2.06
Midway Arcade Treasures,2.06
Driver: San Francisco,2.06
Mario & Luigi: Dream Team,2.06
NFL 2K3,2.06
Pokemon Mystery Dungeon: Red/Blue Rescue Team,2.06
R4: Ridge Racer Type 4,2.06
Pok?mon Mystery Dungeon: Blue Rescue Team,2.05
Sonic Mega Collection,2.05
UFC Undisputed 3,2.05
Dave Mirra Freestyle BMX 2,2.05
PGR4 - Project Gotham Racing 4,2.05
Dig Dug,2.05
SOCOM: U.S. Navy SEALs: Combined Assault,2.04
Kingdom Hearts 358/2 Days,2.04
Blazing Angels: Squadrons of WWII,2.04
Major League Baseball 2K5,2.04
Tiger Woods PGA Tour 09,2.04
Dance Central 2,2.04
Final Fantasy Type-0,2.03
The Incredible Hulk,2.03
Rockstar Games presents Table Tennis,2.03
1080?: TenEighty Snowboarding,2.03
Forza Horizon,2.02
Duke Nukem Forever,2.02
Driv3r,2.02
MX vs. ATV Reflex,2.02
G-Force,2.02
Guitar Hero Live,2.02
Max Payne 2: The Fall of Max Payne,2.01
Centipede,2.01
GoldenEye 007 (2010),2.01
NBA Live 09,2.01
WCW Mayhem,2.01
TouchMaster,2.01
Naruto Shippuden: Ultimate Ninja Storm 2,2.01
SimCity,2.01
Resident Evil: Operation Raccoon City,2.0
Fire Emblem: Awakening,2.0
DriveClub,2.0
Red Dead Revolver,2.0
NCAA Football 09,2.0
NBA 2K8,2.0
"Monsters, Inc.",1.99
Tiger Woods PGA Tour 06,1.99
Tenchu: Stealth Assassins,1.99
NASCAR 2005: Chase for the Cup,1.98
Lost Planet: Extreme Condition,1.98
Metro: Last Light,1.98
Sonic Classic Collection,1.97
Metal Gear Rising: Revengeance,1.97
DiRT 3,1.97
Devil May Cry 2,1.97
E.T.: The Extra Terrestrial,1.97
XCOM: Enemy Unknown,1.96
Rad Racer,1.96
Soccer,1.96
Brink,1.96
My Word Coach,1.96
Kirby Squeak Squad,1.96
NBA Live 2000,1.96
Dark Souls III,1.96
Hot Shots Golf: Open Tee,1.96
Dynasty Warriors 3,1.95
NCAA Football 13,1.95
Fight Night Champion,1.95
NCAA Football 08,1.95
Harry Potter and the Deathly Hallows - Part 1,1.95
DiRT,1.95
Dragon Ball Z: Budokai 3,1.94
Ultimate Spider-Man,1.94
Skate 2,1.94
Burnout Revenge,1.94
Jet Moto 2,1.94
Alleyway,1.94
Scooby Doo and the Cyber Chase,1.94
Shark Tale,1.93
Tiger Woods PGA Tour 11,1.93
State of Emergency,1.93
Tetris DX,1.93
Virtua Fighter 2,1.93
Brutal Legend,1.93
NBA 2K17,1.93
Mario Super Sluggers,1.93
Mortal Kombat II,1.93
The Legend of Zelda: Oracle of Ages,1.92
Red Faction,1.92
The Sims: Makin' Magic,1.92
Toy Story Mania!,1.92
Mario Party 3,1.91
NASCAR Thunder 2002,1.91
Game Party 2,1.91
Operation Flashpoint: Dragon Rising,1.9
Tiger Woods PGA Tour 12: The Masters,1.9
Juiced 2: Hot Import Nights,1.9
Star Wars Rogue Leader: Rogue Squadron II,1.9
The Lord of the Rings: War in the North,1.9
Angry Birds Star Wars,1.9
The Witcher 2: Assassins of Kings,1.9
Yokai Watch,1.89
Bolt,1.89
Sly 2: Band of Thieves,1.88
Harry Potter: Quidditch World Cup,1.88
Yu-Gi-Oh! Forbidden Memories,1.88
Hot Shots Golf 2,1.88
Ratchet & Clank Future: A Crack in Time,1.88
Medal of Honor: European Assault (All Region sales),1.88
Star Fox Adventures,1.87
Tom Clancy's Ghost Recon Advanced Warfighter,1.87
Castlevania,1.87
NCAA Football 14,1.87
FIFA 2000,1.87
Scarface: The World is Yours,1.87
Chrono Cross,1.86
The Legend of Dragoon,1.86
The Legend of Zelda: Oracle of Seasons,1.86
Phineas and Ferb,1.86
Turok 2: Seeds of Evil,1.86
Omerta: City of Gangsters,1.86
Top Spin 3,1.86
Rabbids Go Home,1.86
inFAMOUS 2,1.85
Corvette,1.85
Pinball,1.85
High School Musical 3: Senior Year DANCE!,1.85
Jak 3,1.85
Kingdom Hearts: Chain of Memories,1.85
Mario Party: Island Tour,1.85
Sniper Elite V2,1.85
South Park,1.85
Petz: Catz 2,1.84
Demon's Souls,1.84
Gran Turismo Concept 2001 Tokyo,1.84
Air Combat,1.83
Jet Moto,1.83
"Hey You, Pikachu!",1.83
Marvel Nemesis: Rise of the Imperfects,1.83
2 Games in 1: Sonic Advance & ChuChu Rocket!,1.83
World of Warcraft: Mists of Pandaria,1.83
Secret of Mana,1.83
NHL 15,1.83
Kirby: Triple Deluxe,1.82
The Sims: Hot Date,1.82
Sonic & Knuckles,1.82
Metroid Prime 3: Corruption,1.82
Brothers in Arms: Hell's Highway,1.82
NCAA Football 12,1.82
Virtua Fighter 4,1.81
Dragon Quest VI: Realms of Revelation,1.81
DDRMAX2: Dance Dance Revolution,1.81
Rayman Raving Rabbids,1.81
NFL GameDay 2000,1.8
NASCAR Thunder 2003,1.8
Rise of the Tomb Raider,1.8
Sonic Advance 2,1.8
Ben 10 Alien Force: Vilgax Attacks,1.79
Beyond: Two Souls,1.79
Castlevania: Lords of Shadow,1.79
Tom Clancy's EndWar,1.79
The Getaway: Black Monday,1.78
TimeSplitters 2,1.78
Professor Layton and the Mask of Miracle,1.78
Mario Golf,1.78
Dragon Quest Monsters: Joker,1.78
Kinect Star Wars,1.78
Disney's Aladdin,1.78
Shadow The Hedgehog,1.77
NBA 2K7,1.77
Wii Party U,1.77
Kirby 64: The Crystal Shards,1.77
Dead or Alive 3,1.77
Kid Icarus,1.76
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,1.76
Star Wars: Starfighter,1.76
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",1.76
Metroid II: Return of Samus,1.76
Golden Sun,1.76
Brunswick Pro Bowling,1.76
Sonic the Hedgehog 3,1.76
Test Drive,1.76
Disney's Chicken Little,1.76
Evolve,1.75
Pro Evolution Soccer,1.75
2 Games in 1: Disney Princess & The Lion King,1.75
Kirby's Adventure,1.75
Cooking Mama 3: Shop & Chop,1.75
Dance Dance Revolution X,1.75
Crackdown,1.75
Lost Planet 2,1.75
Pro Evolution Soccer 2015,1.75
Uncharted: Golden Abyss,1.74
Xenosaga Episode I: Der Wille zur Macht,1.74
Forza Motorsport 6,1.74
Cruis'n USA,1.74
Star Wars Episode I: The Phantom Menace,1.74
Resident Evil Zero,1.74
World Championship Poker: Featuring Howard Lederer - All In,1.73
Disney Tangled,1.73
The Lord of the Rings: The Fellowship of the Ring,1.73
Twisted Metal III,1.73
Crash Bandicoot: The Huge Adventure,1.73
Iron Man 2,1.72
Star Ocean: Till The End of Time,1.72
Call of Duty: World at War Final Fronts,1.72
The Order: 1886,1.72
Imagine: Teacher,1.72
F1 2012,1.72
Game Party 3,1.71
Ace Combat 5: The Unsung War,1.71
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,1.71
Borderlands: The Pre-Sequel,1.71
The Sims 3: Late Night Expansion Pack,1.71
Triple Play 2000,1.71
Bulletstorm,1.71
Kirby's Return to Dreamland,1.7
Super Puyo Puyo,1.7
Bratz: Forever Diamondz,1.7
Personal Trainer: Math,1.7
Pro Evolution Soccer 2014,1.7
We Ski,1.7
Jampack Winter '99,1.69
WCW vs. nWo: World Tour,1.69
Mission: Impossible,1.69
NBA Live 99,1.69
WCW/NWO Thunder,1.69
DmC: Devil May Cry,1.69
SOCOM 3: U.S. Navy SEALs,1.69
Dragon Ball Z: The Legacy of Goku,1.69
Sid Meier's Civilization V,1.69
Call of Duty Black Ops: Declassified,1.69
NFL GameDay 98,1.68
Plants vs. Zombies,1.68
Terraria,1.68
Star Wars Battlefront: Renegade Squadron,1.68
The Sims: Superstar,1.68
Metroid Fusion,1.68
Star Wars The Clone Wars: Lightsaber Duels,1.68
NBA Live 06,1.68
Hyrule Warriors,1.68
Time Crisis,1.68
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,1.68
Ape Escape,1.68
Tomb Raider: Legend,1.67
NFL Blitz 2000,1.67
Black,1.67
ModNation Racers,1.67
Shaun White Snowboarding: Road Trip,1.67
PGR: Project Gotham Racing 2,1.67
StarCraft II: Heart of the Swarm,1.67
Hannah Montana: Spotlight World Tour,1.67
Knack,1.67
NBA Street V3,1.67
Big Beach Sports,1.67
Ready 2 Rumble Boxing,1.67
Heavenly Sword,1.66
Dragon Ball Z: Budokai Tenkaichi,1.66
Major League Baseball 2K7,1.66
Street Fighter II': Special Champion Edition,1.66
Defender,1.65
[Prototype 2],1.65
Go Vacation,1.65
Ms. Pac-Man,1.65
"SpongeBob SquarePants: Lights, Camera, Pants!",1.65
Viva Pinata,1.65
Red Faction: Guerrilla,1.65
Red Faction II,1.65
Mario Party 6,1.65
Super Scope 6,1.65
Football Manager 2012,1.65
Tales of Symphonia,1.64
Popeye,1.64
Sniper Elite 3,1.64
Kirby & the Amazing Mirror,1.64
NBA Live 06 (All region sales),1.64
Ghosts 'n Goblins,1.64
Dragon Quest IV: Chapters of the Chosen,1.64
Kinectimals,1.64
Fight Night Round 2,1.64
Until Dawn,1.64
EA Playground,1.63
Pikmin,1.63
World Championship Poker,1.63
Mario Hoops 3 on 3,1.62
Tony Hawk's American Wasteland (Old all region sales),1.62
Bully: Scholarship Edition,1.62
Kirby Air Ride,1.62
Aliens: Colonial Marines,1.62
Ty the Tasmanian Tiger,1.62
Yu-Gi-Oh! Duel Monsters,1.61
Pokemon Battle Revolution,1.61
Baldur's Gate: Dark Alliance,1.61
Gears of War: Judgment,1.61
Buzz! The Music Quiz,1.61
Super Mario Strikers,1.61
X-Men Legends II: Rise of Apocalypse,1.61
Commando,1.61
Guitar Hero: Smash Hits,1.61
Disney Princess: Enchanted Journey,1.61
Dollar Dash,1.6
No Man's Sky,1.6
Dragon Quest V: Hand of the Heavenly Bride,1.6
Moshi Monsters: Moshling Zoo,1.6
Power Rangers: Dino Thunder,1.6
GoldenEye: Rogue Agent,1.6
Dance Dance Revolution: Hottest Party 2,1.6
Silent Hill,1.6
SNK vs. Capcom: The Match of the Millennium,1.6
F-1 World Grand Prix,1.6
River Raid,1.6
Soul Edge,1.59
Stuntman,1.59
NHL 2001,1.59
NHL 2002,1.59
Pokemon Mystery Dungeon: Explorers of Sky,1.58
Hannah Montana: Music Jam,1.58
Blitz: The League,1.58
Carnival Games: Mini Golf,1.58
Kingdom Hearts 3D: Dream Drop Distance,1.58
Spyro 2: Season of Flame,1.58
Guitar Hero: On Tour Decades,1.58
Jampack Summer 2K,1.58
High School Musical 3: Senior Year,1.58
Hulk,1.58
Medal of Honor Heroes 2,1.58
Mad Max (2015),1.57
Smuggler's Run,1.57
Ready 2 Rumble Boxing: Round 2,1.57
NCAA Football 2002,1.57
ATV Quad Power Racing 2,1.57
Final Fantasy IV,1.57
Mario Party 7,1.57
Street Fighter X Tekken,1.57
FIFA World Cup Germany 2006,1.57
Final Fight,1.56
Donkey Kong Classics,1.56
Pokemon Pinball: Ruby & Sapphire,1.56
Tales of Destiny,1.56
Guinness World Records: The Videogame,1.56
Twisted Metal,1.56
Ni no Kuni: Wrath of the White Witch,1.55
Command & Conquer: Tiberian Sun,1.55
Sonic Riders,1.55
Mario Party 10,1.55
Active Life: Outdoor Challenge,1.55
LEGO Battles: Ninjago,1.55
Spider-Man 2: Enter: Electro,1.55
Disney Sing It! High School Musical 3: Senior Year,1.55
Romancing SaGa,1.55
Tak 2: The Staff of Dreams,1.54
Resident Evil: The Umbrella Chronicles,1.54
Vigilante 8,1.54
Fire Emblem Fates,1.54
Dead Rising 3,1.54
Over the Hedge,1.54
Xenoblade Chronicles,1.54
Warcraft III: The Frozen Throne,1.54
Indiana Jones and the Staff of Kings,1.54
Farming Simulator 2013,1.54
Dark Cloud,1.54
Disney Fairies: Tinker Bell,1.54
NBA 2K2,1.54
Die Hard Trilogy,1.54
The Godfather II,1.54
The Lord of the Rings: Conquest,1.54
Mario Golf: Toadstool Tour,1.53
NFL GameDay 99,1.53
Test Drive Unlimited 2,1.53
Tiger Woods 99 PGA Tour Golf,1.53
Call of Juarez: Bound in Blood,1.53
Call of Duty: Modern Warfare: Reflex Edition,1.53
NBA 2K3,1.53
Dragon Quest X,1.53
Sonic Rivals 2,1.52
MLB 07: The Show,1.52
Xevious,1.52
NASCAR 98,1.52
Super Monkey Ball 2,1.52
Monster High: Ghoul Spirit,1.52
The Simpsons Skateboarding,1.52
Payday 2,1.52
F1 Race,1.52
Cabela's Dangerous Hunts,1.52
Knockout Kings,1.52
Kane & Lynch: Dead Men,1.52
Donkey Kong Country: Tropical Freeze,1.52
Warhawk,1.52
Cabela's Big Game Hunter,1.51
NBA Live 98,1.51
NASCAR 2001,1.51
Trivial Pursuit,1.51
Mega Man 2,1.51
Puzzle & Dragons,1.51
Split/Second,1.51
Simpsons Wrestling,1.51
WWF No Mercy,1.5
Ice Climber,1.5
EA Sports UFC,1.5
Resistance 3,1.5
Pac-Man World,1.5
WWE All Stars,1.5
Super Scribblenauts,1.5
Gauntlet: Dark Legacy,1.5
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,1.5
Tokyo Xtreme Racer Zero,1.5
Pro Evolution Soccer 2016,1.5
Sonic CD,1.5
Ben 10 Ultimate Alien: Cosmic Destruction,1.5
Dead Island: Riptide,1.49
Hannah Montana: The Movie,1.49
Buzz! The BIG Quiz,1.49
Final Fantasy: Crystal Chronicles,1.49
Cars: Mater-National Championship,1.49
Banjo-Tooie,1.49
Phineas and Ferb: Across the 2nd Dimension,1.49
Drawn To Life: SpongeBob SquarePants Edition,1.49
Dirge of Cerberus: Final Fantasy VII,1.48
WWF WrestleMania 2000,1.48
Nintendo World Cup,1.48
Spider-Man: Friend or Foe,1.48
PlayStation All-Stars Battle Royale,1.48
Wario Land II,1.48
New Play Control! Mario Power Tennis,1.48
Dead or Alive 5,1.48
IL-2 Sturmovik: Birds of Prey,1.47
The House of the Dead 2 & 3 Return,1.47
Imagine: Master Chef,1.47
Naruto Shippuden: Ultimate Ninja Storm 3,1.47
LittleBigPlanet PS Vita,1.47
Assassin's Creed III: Liberation,1.47
Disney Princess: Magical Jewels,1.47
X-Men Origins: Wolverine - Uncaged Edition,1.47
Disney Princess,1.47
Dragon Ball: Raging Blast 2,1.47
NBA 2K6,1.47
Monsters vs. Aliens,1.47
Manhunt,1.47
NHL 99,1.46
Mario Superstar Baseball,1.46
Xenogears,1.46
Triple Play 99,1.46
Beijing 2008,1.46
WCW vs the World,1.46
Super Monkey Ball,1.46
SpongeBob's Truth or Square (US sales),1.46
Valkyria Chronicles,1.46
Area 51,1.46
Tamagotchi,1.45
Game de Hakken!! Tamagotchi 2,1.45
Dragon Quest Monsters: Joker 2,1.45
Dragon Ball Z,1.45
Smarty Pants,1.45
Resident Evil: Outbreak,1.45
Namco Museum 64,1.45
Monopoly Streets,1.45
Tony Hawk's American Wasteland (Weekly american sales),1.45
MLB 08: The Show,1.45
Anno 2070,1.45
4 Nin uchi Mahjong,1.45
Onimusha 3: Demon Siege,1.45
Doom 3,1.44
Kinect Joy Ride,1.44
The Amazing Spider-Man 2 (2014),1.44
Lemony Snicket's A Series of Unfortunate Events,1.44
Kirby Super Star,1.44
Stuntman: Ignition,1.44
Dynasty Warriors 5,1.44
Mercenaries: Playground of Destruction,1.44
Sonic Rivals,1.44
Turok,1.44
Colin McRae Rally 3,1.44
Hello Kitty Party,1.44
SingStar Pop,1.44
SimCity (2013),1.44
Star Wars Knights of the Old Republic II: The Sith Lords,1.43
MX vs. ATV Unleashed,1.43
Frogger 2: Swampy's Revenge,1.43
Classic NES Series: Super Mario Bros.,1.43
Major League Baseball 2K6,1.43
Tiger Woods PGA Tour 09 All-Play,1.43
Manhunt 2,1.42
Samurai Warriors,1.42
Alan Wake,1.42
The BIGS,1.42
Tekken Tag Tournament 2,1.42
Inazuma Eleven 2,1.42
Pro Yakyuu Family Stadium '87,1.42
The Legend of Zelda: The Minish Cap,1.42
Q*bert,1.42
Resident Evil (Remake),1.42
Super Metroid,1.42
Ninja Gaiden Sigma,1.42
F1 2009,1.42
NBA Live 06 (Weekly american sales),1.42
Battlefield 2: Modern Combat,1.41
Okami,1.41
Major League Baseball 2K10,1.41
Drawn to Life: The Next Chapter,1.41
Prince of Persia: The Two Thrones,1.41
Metroid: Other M,1.41
Dreamworks Madagascar Kartz,1.41
Gran Turismo 4 Prologue,1.41
Dora The Explorer: Dora Saves the Snow Princess,1.41
Twisted Metal: Black,1.41
The Biggest Loser,1.4
Blur,1.4
2Xtreme,1.4
Sonic Advance 3,1.4
Destroy All Humans!,1.4
Lightning Returns: Final Fantasy XIII,1.39
Tales of the Abyss,1.39
Final Fantasy XII: Revenant Wings,1.39
Teenage Mutant Ninja Turtles III: The Manhattan Project,1.39
MotorStorm: Arctic Edge,1.38
Hot Wheels Turbo Racing,1.38
Monster Jam: Path of Destruction,1.38
Project CARS,1.38
Silent Hill: Shattered Memories,1.38
Bad Boys: Miami Takedown,1.38
Duke Nukem: Time to Kill,1.38
Mini Ninjas,1.38
Gardening Mama,1.38
Bravely Default: Flying Fairy,1.38
Paper Mario,1.38
Persona 4: Golden,1.38
Hasbro Family Game Night 2,1.38
Harry Potter and the Deathly Hallows - Part 2,1.37
A Collection of Activision Classic Games for the Atari 2600,1.37
Army Men: Sarge's Heroes,1.37
MotorStorm: Pacific Rift,1.37
Ridge Racer 7,1.37
Pocket Monsters Stadium,1.37
Crash Bandicoot 2: N-Tranced,1.36
Ryse: Son of Rome,1.36
Sega Rally Revo,1.36
Dragon Quest III: Soshite Densetsu e...,1.36
Yoshi's New Island,1.36
Gradius,1.36
NFL GameDay 2001,1.36
Tetris Party Deluxe,1.36
Cabela's Dangerous Hunts 2011,1.36
Midnight Club 3: DUB Edition Remix,1.36
World of Zoo,1.36
Tony Hawk's American Wasteland,1.36
The ICO & Shadow of the Colossus Collection,1.35
SingStar Party,1.35
Monster Hunter Freedom,1.35
Star Wars: Bounty Hunter,1.35
Dance Dance Revolution (Japan),1.35
Namco Museum DS,1.35
SoulCalibur V,1.35
Bomberman,1.35
Final Fantasy,1.35
MLB 15: The Show,1.35
Dragon Ball Z: Burst Limit,1.35
Madden NFL 98,1.35
Donkey Kong Jungle Beat,1.35
SaGa Frontier,1.35
Mario & Luigi: Partners in Time,1.34
Street Fighter Alpha 2,1.34
Command & Conquer: Red Alert 2,1.34
Naruto Shippuden: Ultimate Ninja Storm 4,1.34
Your Shape: Fitness Evolved,1.33
Petz Wild Animals: Dolphinz,1.33
UEFA Euro 2008 Austria-Switzerland,1.33
The Price is Right,1.33
All-Star Baseball 2003,1.33
Pokemon Ranger: Guardian Signs,1.33
Triple Play 2001,1.33
Rocket Power: Beach Bandits,1.33
Ratchet & Clank: Up Your Arsenal (Weekly american sales),1.33
Deadpool,1.33
Metroid Prime 2: Echoes,1.33
NHL 11,1.33
SpongeBob SquarePants: Creature from the Krusty Krab,1.33
MAG: Massive Action Game,1.32
Mega Man Battle Network 4: Red Sun / Blue Moon,1.32
World of Warcraft: Wrath of the Lich King,1.32
Madden NFL 97,1.32
Need for Speed Underground Rivals,1.32
Gyromite,1.32
Shrek SuperSlam,1.32
Fighting Force,1.32
The Chronicles of Narnia: Prince Caspian,1.32
NHL 13,1.32
TOCA 2: Touring Cars,1.32
MLB 10: The Show,1.32
Need for Speed: Shift 2 Unleashed,1.32
IHRA Drag Racing 2,1.31
MLB 09: The Show,1.31
Pitfall II: Lost Caverns,1.31
Street Hoops,1.31
Goldeneye 007: Reloaded,1.31
Mortal Kombat: Armageddon,1.31
NASCAR Thunder 2004,1.31
Gold's Gym: Cardio Workout,1.31
TNN Motor Sports Hardcore 4x4,1.31
LEGO Battles,1.31
Rugrats Studio Tour,1.31
Yu-Gi-Oh! The Sacred Cards,1.3
Rampage World Tour,1.3
Romancing SaGa 3,1.3
ESPN NHL 2K5,1.3
Star Wars Battlefront: Elite Squadron,1.3
Test Drive 5,1.3
ATV: Quad Power Racing,1.3
Digimon World,1.3
Marvel Super Hero Squad,1.3
Adventure,1.3
SingStar '80s,1.3
Major League Baseball 2K9,1.3
Starsky & Hutch,1.29
James Bond 007: Blood Stone,1.29
Mystery Case Files: MillionHeir,1.29
London 2012: The Official Video Game of the Olympic Games,1.29
The Walking Dead: Survival Instinct,1.29
Midnight Club 3: DUB Edition (America weekly sales),1.29
NHL 12,1.29
Top Spin 4,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,1.29
How to Train Your Dragon,1.29
Mega Man Battle Network 3 Blue / White Version,1.29
EA Sports UFC 2,1.29
MLB 06: The Show,1.29
Transformers,1.29
Yoshi's Woolly World,1.29
Champions of Norrath,1.28
Army Men 3D,1.28
Kid Icarus: Uprising,1.28
Silent Hill 2,1.28
Hasbro Family Game Night 3,1.28
Dragon Ball: Raging Blast,1.28
Yakuman,1.28
Imagine: Wedding Designer,1.28
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,1.28
Devil May Cry HD Collection,1.28
Twisted Metal 4,1.28
Jet Li: Rise to Honor,1.27
Jillian Michaels' Fitness Ultimatum 2009,1.27
NCAA March Madness 2004,1.27
Castlevania: Symphony of the Night,1.27
Tales of Phantasia,1.27
Atlantis,1.27
Frozen: Olaf's Quest,1.27
NHL 2003,1.27
Road Rash,1.27
.hack//Infection Part 1,1.27
SpongeBob SquarePants: The Yellow Avenger,1.27
Pokemon Mystery Dungeon: Gates to Infinity,1.27
Hogan's Alley,1.27
The Sims 2: Nightlife,1.27
Battle Arena Toshinden,1.27
Yokai Watch 3,1.27
Warriors Orochi,1.27
Sonic Adventure DX: Director's Cut,1.27
Football Manager 2011,1.26
EyePet,1.26
Lego Star Wars: The Force Awakens,1.26
Brian Lara Cricket,1.26
Championship Manager 03/04,1.26
Scooby-Doo! Mystery Mayhem,1.26
Peppa Pig: The Game,1.26
Dynasty Warriors 6,1.26
Spider-Man: Web of Shadows,1.26
Winter Sports: The Ultimate Challenge,1.26
Tamagotchi Connection: Corner Shop,1.26
Devil Dice,1.26
Royal Palace of White Sword and The City of Gentiles,1.26
Combat,1.25
Gegege no Kitarou 2: Youkai Gundan no Chousen,1.25
Super Ghouls 'n Ghosts,1.25
NHL 2004,1.25
Wolfenstein,1.25
Borderlands: The Handsome Collection,1.25
Dragon Ball: Daimaou Fukkatsu,1.25
Reel Fishing,1.25
Road Rash 3D,1.25
Need for Speed: Porsche Unleashed,1.25
SOCOM: U.S. Navy SEALs Confrontation,1.25
Pokemon XD: Gale of Darkness,1.25
Lara Croft Tomb Raider: The Angel of Darkness,1.25
RollerCoaster Tycoon 2,1.25
MVP Baseball 2003,1.24
Transformers: Autobots / Decepticons,1.24
Major League Baseball 2K8,1.24
Spider-Man: Shattered Dimensions,1.24
Ratchet: Deadlocked,1.24
